"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","3018Q3ZVOSBO66V9BBAAEKRTUHURAS","A3NXP1GPRJIZ0A","Approved","Thu Nov 11 16:26:12 PST 2021","Thu Nov 11 16:29:08 PST 2021","Fri Nov 12 16:29:08 PST 2021","Thu Nov 11 21:01:59 PST 2021","","","176","100% (1/1)","100% (1/1)","100% (1/1)","SM-66003-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","30JNVC0ORJ534SON42V2QG4SBQBQHU","A1ESAZCY1GA1T5","Approved","Thu Nov 11 15:26:20 PST 2021","Thu Nov 11 15:30:13 PST 2021","Fri Nov 12 15:30:13 PST 2021","Thu Nov 11 21:01:50 PST 2021","","","233","100% (1/1)","100% (1/1)","100% (1/1)","SM-59151-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","30MVJZJNHWYT3Z2RB0N1GYUIEIBJ96","A3VU0CJ24OLFJM","Approved","Thu Nov 11 15:26:51 PST 2021","Thu Nov 11 15:45:41 PST 2021","Fri Nov 12 15:45:41 PST 2021","Thu Nov 11 21:02:00 PST 2021","","","1130","100% (1/1)","100% (1/1)","100% (1/1)","SM-83230-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","30MVJZJNHWYT3Z2RB0N1GYUIEIJJ9E","A34ESZR5CZQJ3J","Approved","Thu Nov 11 16:34:54 PST 2021","Thu Nov 11 16:38:06 PST 2021","Fri Nov 12 16:38:06 PST 2021","Thu Nov 11 21:01:56 PST 2021","","","192","100% (1/1)","100% (1/1)","100% (1/1)","SM-82073-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","32AT8R96GVUKMU9KW5R64V8JNMYSUM","AFEAPID5IIFGU","Approved","Thu Nov 11 15:25:29 PST 2021","Thu Nov 11 15:28:10 PST 2021","Fri Nov 12 15:28:10 PST 2021","Thu Nov 11 21:02:02 PST 2021","","","161","100% (1/1)","100% (1/1)","100% (1/1)","completed"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","32M8BPYGA37CNY5T7O8BWE155GOGIP","A23OYCEDLNBZAW","Approved","Thu Nov 11 16:25:09 PST 2021","Thu Nov 11 16:46:02 PST 2021","Fri Nov 12 16:46:02 PST 2021","Thu Nov 11 21:01:52 PST 2021","","","1253","100% (1/1)","100% (1/1)","100% (1/1)","SM-65072-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","3300DTYQTC2RKIXLE1NW5D7FJAJQEE","A3MPNQRTI0W9J4","Approved","Thu Nov 11 15:26:15 PST 2021","Thu Nov 11 15:27:09 PST 2021","Fri Nov 12 15:27:09 PST 2021","Thu Nov 11 21:01:59 PST 2021","","","54","100% (1/1)","100% (1/1)","100% (1/1)","SM-70286-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","336KAV9KY0D8Y4CRCR9PGY1SLGD2YU","AFX6XNQSML9DT","Approved","Thu Nov 11 15:46:25 PST 2021","Thu Nov 11 15:48:00 PST 2021","Fri Nov 12 15:48:00 PST 2021","Thu Nov 11 21:02:02 PST 2021","","","95","100% (1/1)","100% (1/1)","100% (1/1)","SM-47802-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","336YQZE835Z03K60B7NCKAHXWGNM5M","ATG26IZHQX5H8","Approved","Thu Nov 11 15:26:47 PST 2021","Thu Nov 11 15:28:37 PST 2021","Fri Nov 12 15:28:37 PST 2021","Thu Nov 11 21:02:04 PST 2021","","","110","100% (1/1)","100% (1/1)","100% (1/1)","SM-76290-CC"
"34HEO7RUHFFLKMXFL958P0V5Y6HARX","3LE8W42VVGM7V7Z9P28NCY9UI59HH9","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.10","Thu Nov 11 15:22:23 PST 2021","102","BatchId:4600840;OriginalHitTemplateId:920937340;","3600","86400","Sat Nov 13 15:22:23 PST 2021","","","338JKRMM2GKBHCH6F6YG0GPN78QAH8","A308EUXAFFMCRB","Approved","Thu Nov 11 15:31:42 PST 2021","Thu Nov 11 15:33:12 PST 2021","Fri Nov 12 15:33:12 PST 2021","Thu Nov 11 21:01:55 PST 2021","","","90","100% (1/1)","100% (1/1)","100% (1/1)","SM-77046-CC"
